scheme_id,field,old_value,new_value,reason,source_url,source_document,source_page,verification_status
SIH26092-026,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://www.pmindia.gov.in/en/news_updates/cabinet-approves-pradhan-mantri-matsya-kisan-samridhi-sah-yojana-pm-mkssy-a-central-sector-sub-scheme-under-the-pradhan-mantri-matsya-sampada-for-the-fisheries-sector-micro-and-small-enterprises/,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-026,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://www.pmindia.gov.in/en/news_updates/cabinet-approves-pradhan-mantri-matsya-kisan-samridhi-sah-yojana-pm-mkssy-a-central-sector-sub-scheme-under-the-pradhan-mantri-matsya-sampada-for-the-fisheries-sector-micro-and-small-enterprises/,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-026,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://www.pmindia.gov.in/en/news_updates/cabinet-approves-pradhan-mantri-matsya-kisan-samridhi-sah-yojana-pm-mkssy-a-central-sector-sub-scheme-under-the-pradhan-mantri-matsya-sampada-for-the-fisheries-sector-micro-and-small-enterprises/,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-027,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://nskfdc.nic.in/en/content/schemes-programmes/loan-schemes,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-027,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://nskfdc.nic.in/en/content/schemes-programmes/loan-schemes,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-027,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://nskfdc.nic.in/en/content/schemes-programmes/loan-schemes,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-027,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://nskfdc.nic.in/en/content/schemes-programmes/loan-schemes,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-028,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://nskfdc.nic.in/en/content/schemes-programmes/general-term-loan-tl,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-028,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://nskfdc.nic.in/en/content/schemes-programmes/general-term-loan-tl,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-028,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://nskfdc.nic.in/en/content/schemes-programmes/general-term-loan-tl,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-028,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://nskfdc.nic.in/en/content/schemes-programmes/general-term-loan-tl,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-029,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://nskfdc.nic.in/en/content/home/schemes-programmes,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-029,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://nskfdc.nic.in/en/content/home/schemes-programmes,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-029,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://nskfdc.nic.in/en/content/home/schemes-programmes,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-029,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://nskfdc.nic.in/en/content/home/schemes-programmes,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-030,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://nskfdc.nic.in/en/content/home/schemes-programmes,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-030,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://nskfdc.nic.in/en/content/home/schemes-programmes,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-030,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://nskfdc.nic.in/en/content/home/schemes-programmes,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-030,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://nskfdc.nic.in/en/content/home/schemes-programmes,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-031,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://ndfdc.nic.in/schemes/micro-financing-scheme,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-031,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://ndfdc.nic.in/schemes/micro-financing-scheme,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-031,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://ndfdc.nic.in/schemes/micro-financing-scheme,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-031,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://ndfdc.nic.in/schemes/micro-financing-scheme,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-032,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://ndfdc.nic.in/how-to-obtain-loan,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-032,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://ndfdc.nic.in/how-to-obtain-loan,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-032,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://ndfdc.nic.in/how-to-obtain-loan,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-032,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://ndfdc.nic.in/how-to-obtain-loan,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-033,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://nulm.gov.in/PDF/NULM_Mission/SEP_Guidelines.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-033,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://nulm.gov.in/PDF/NULM_Mission/SEP_Guidelines.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-033,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://nulm.gov.in/PDF/NULM_Mission/SEP_Guidelines.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-033,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://nulm.gov.in/PDF/NULM_Mission/SEP_Guidelines.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-034,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://nulm.gov.in/PDF/Reg_Workshop_pdf/SEP_reg.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-034,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://nulm.gov.in/PDF/Reg_Workshop_pdf/SEP_reg.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-034,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://nulm.gov.in/PDF/Reg_Workshop_pdf/SEP_reg.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-034,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://nulm.gov.in/PDF/Reg_Workshop_pdf/SEP_reg.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-035,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://nrlm.gov.in/,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-035,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://nrlm.gov.in/,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-035,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://nrlm.gov.in/,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-035,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://nrlm.gov.in/,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-036,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://svep.nrlm.gov.in/pdf/Final_Mid_Term_Report.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-036,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://svep.nrlm.gov.in/pdf/Final_Mid_Term_Report.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-036,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://svep.nrlm.gov.in/pdf/Final_Mid_Term_Report.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-036,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://svep.nrlm.gov.in/pdf/Final_Mid_Term_Report.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-037,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://agriinfra.dac.gov.in/,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-037,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://agriinfra.dac.gov.in/,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-037,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://agriinfra.dac.gov.in/,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-037,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://agriinfra.dac.gov.in/,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-038,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://dof.gov.in/schemes/kisan-credit-card,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-038,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://dof.gov.in/schemes/kisan-credit-card,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-038,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://dof.gov.in/schemes/kisan-credit-card,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-038,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://dof.gov.in/schemes/kisan-credit-card,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-039,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://www.mofpi.gov.in/en/cold-chain,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-039,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://www.mofpi.gov.in/en/cold-chain,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-039,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://www.mofpi.gov.in/en/cold-chain,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-039,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://www.mofpi.gov.in/en/cold-chain,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-040,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://mofpi.gov.in/en/Schemes/agro-processing-cluster/download-guidelines-2,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-040,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://mofpi.gov.in/en/Schemes/agro-processing-cluster/download-guidelines-2,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-040,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://mofpi.gov.in/en/Schemes/agro-processing-cluster/download-guidelines-2,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-040,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://mofpi.gov.in/en/Schemes/agro-processing-cluster/download-guidelines-2,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-041,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,http://coirboard.gov.in/wp-content/uploads/2015/06/OperationalGuidelines_CUY.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-041,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,http://coirboard.gov.in/wp-content/uploads/2015/06/OperationalGuidelines_CUY.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-041,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,http://coirboard.gov.in/wp-content/uploads/2015/06/OperationalGuidelines_CUY.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-041,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",http://coirboard.gov.in/wp-content/uploads/2015/06/OperationalGuidelines_CUY.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-042,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,http://coirboard.gov.in/wp-content/uploads/2015/11/Financial-Assistance-Schemes.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-042,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,http://coirboard.gov.in/wp-content/uploads/2015/11/Financial-Assistance-Schemes.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-042,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,http://coirboard.gov.in/wp-content/uploads/2015/11/Financial-Assistance-Schemes.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-042,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",http://coirboard.gov.in/wp-content/uploads/2015/11/Financial-Assistance-Schemes.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-043,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://msme.gov.in/schemes/entrepreneurship-and-skill-development-programs,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-043,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://msme.gov.in/schemes/entrepreneurship-and-skill-development-programs,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-043,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://msme.gov.in/schemes/entrepreneurship-and-skill-development-programs,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-043,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://msme.gov.in/schemes/entrepreneurship-and-skill-development-programs,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-044,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://my.msme.gov.in/MyMsme/COM_Matu.aspx,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-044,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://my.msme.gov.in/MyMsme/COM_Matu.aspx,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-044,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://my.msme.gov.in/MyMsme/COM_Matu.aspx,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-044,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://my.msme.gov.in/MyMsme/COM_Matu.aspx,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-045,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://www.nsic.co.in/documents/pdfs/RMA/FAQ-RMA-SCHEME-18082025.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-045,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://www.nsic.co.in/documents/pdfs/RMA/FAQ-RMA-SCHEME-18082025.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-045,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://www.nsic.co.in/documents/pdfs/RMA/FAQ-RMA-SCHEME-18082025.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-045,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://www.nsic.co.in/documents/pdfs/RMA/FAQ-RMA-SCHEME-18082025.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-046,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://innovative.msme.gov.in/Documents/FinalGuidelines_MSME_Innovative.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-046,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://innovative.msme.gov.in/Documents/FinalGuidelines_MSME_Innovative.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-046,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://innovative.msme.gov.in/Documents/FinalGuidelines_MSME_Innovative.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-046,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://innovative.msme.gov.in/Documents/FinalGuidelines_MSME_Innovative.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-047,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://innovative.msme.gov.in/Documents/MSME_InnovativeFAQ.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-047,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://innovative.msme.gov.in/Documents/MSME_InnovativeFAQ.pdf,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-047,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://innovative.msme.gov.in/Documents/MSME_InnovativeFAQ.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-047,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://innovative.msme.gov.in/Documents/MSME_InnovativeFAQ.pdf,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-048,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://innovative.msme.gov.in/Home/AboutIpr,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-048,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://innovative.msme.gov.in/Home/AboutIpr,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-048,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://innovative.msme.gov.in/Home/AboutIpr,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-048,verification_status,NOT_PRESENT,PARTIALLY_VERIFIED,"A source link exists, but this execution did not extract an authoritative rule table for every critical field.",https://innovative.msme.gov.in/Home/AboutIpr,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
SIH26092-049,embedding_text,LEGACY_GENERATED_TEXT,NOT_RETAINED,Final embedding/search text intentionally removed until source verification is accepted.,https://zed.msme.gov.in/subsidy-on-cost-of-certification,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-049,priority,LEGACY_MIXED_OR_CONTAMINATED_VALUE,NOT_RETAINED,Priority contained inconsistent values/tags and is excluded from the cleaned master.,https://zed.msme.gov.in/subsidy-on-cost-of-certification,Uploaded CSV; not an authoritative source,NOT_APPLICABLE,VERIFIED
SIH26092-049,legacy field normalization,LEGACY_VALUE_OR_BLANK,UNKNOWN_OR_NORMALIZED_VALUE,Any field without an extracted authoritative basis was reset to UNKNOWN rather than inferred; structured target financial/eligibility fields were added.,https://zed.msme.gov.in/subsidy-on-cost-of-certification,Official URL carried from original dataset,WEB,PARTIALLY_VERIFIED
